Clean_Title,Title_Counts,Clean_Title_Char_Len,is_original_Prompt,Content_Type_Prompt
club de cuervos,4,15,Is title 'club de cuervos' original Netflix content?,"Is Netflix title 'club de cuervos' a Series, Movie, or Documentary?"
big time rush,4,13,Is title 'big time rush' original Netflix content?,"Is Netflix title 'big time rush' a Series, Movie, or Documentary?"
roswell new mexico,4,18,Is title 'roswell new mexico' original Netflix content?,"Is Netflix title 'roswell new mexico' a Series, Movie, or Documentary?"
the boss baby back in business,4,30,Is title 'the boss baby back in business' original Netflix content?,"Is Netflix title 'the boss baby back in business' a Series, Movie, or Documentary?"
teenage mutant ninja turtles 2012,4,33,Is title 'teenage mutant ninja turtles 2012' original Netflix content?,"Is Netflix title 'teenage mutant ninja turtles 2012' a Series, Movie, or Documentary?"
ushijima the loan shark,4,23,Is title 'ushijima the loan shark' original Netflix content?,"Is Netflix title 'ushijima the loan shark' a Series, Movie, or Documentary?"
charmed 2018,4,12,Is title 'charmed 2018' original Netflix content?,"Is Netflix title 'charmed 2018' a Series, Movie, or Documentary?"
hug me,4,6,Is title 'hug me' original Netflix content?,"Is Netflix title 'hug me' a Series, Movie, or Documentary?"
the sinner,4,10,Is title 'the sinner' original Netflix content?,"Is Netflix title 'the sinner' a Series, Movie, or Documentary?"
killing eve,4,11,Is title 'killing eve' original Netflix content?,"Is Netflix title 'killing eve' a Series, Movie, or Documentary?"
is it wrong to try to pick up girls in a dungeon,4,48,Is title 'is it wrong to try to pick up girls in a dungeon' original Netflix content?,"Is Netflix title 'is it wrong to try to pick up girls in a dungeon' a Series, Movie, or Documentary?"
the royals 2015,4,15,Is title 'the royals 2015' original Netflix content?,"Is Netflix title 'the royals 2015' a Series, Movie, or Documentary?"
13 reasons why,4,14,Is title '13 reasons why' original Netflix content?,"Is Netflix title '13 reasons why' a Series, Movie, or Documentary?"
mtv shuga naija,4,15,Is title 'mtv shuga naija' original Netflix content?,"Is Netflix title 'mtv shuga naija' a Series, Movie, or Documentary?"
married at first sight,4,22,Is title 'married at first sight' original Netflix content?,"Is Netflix title 'married at first sight' a Series, Movie, or Documentary?"
h 1998,4,6,Is title 'h 1998' original Netflix content?,"Is Netflix title 'h 1998' a Series, Movie, or Documentary?"
the bold type,4,13,Is title 'the bold type' original Netflix content?,"Is Netflix title 'the bold type' a Series, Movie, or Documentary?"
my next guest needs no introduction with david letterman,4,56,Is title 'my next guest needs no introduction with david letterman' original Netflix content?,"Is Netflix title 'my next guest needs no introduction with david letterman' a Series, Movie, or Documentary?"
inspector gadget,4,16,Is title 'inspector gadget' original Netflix content?,"Is Netflix title 'inspector gadget' a Series, Movie, or Documentary?"
half  half,4,10,Is title 'half  half' original Netflix content?,"Is Netflix title 'half  half' a Series, Movie, or Documentary?"
the dragon prince,4,17,Is title 'the dragon prince' original Netflix content?,"Is Netflix title 'the dragon prince' a Series, Movie, or Documentary?"
the oc,4,6,Is title 'the oc' original Netflix content?,"Is Netflix title 'the oc' a Series, Movie, or Documentary?"
everybody loves raymond,4,23,Is title 'everybody loves raymond' original Netflix content?,"Is Netflix title 'everybody loves raymond' a Series, Movie, or Documentary?"
the secret life of us,4,21,Is title 'the secret life of us' original Netflix content?,"Is Netflix title 'the secret life of us' a Series, Movie, or Documentary?"
unbreakable kimmy schmidt,4,25,Is title 'unbreakable kimmy schmidt' original Netflix content?,"Is Netflix title 'unbreakable kimmy schmidt' a Series, Movie, or Documentary?"
ben 10,4,6,Is title 'ben 10' original Netflix content?,"Is Netflix title 'ben 10' a Series, Movie, or Documentary?"
mako mermaids an h2o adventure,4,30,Is title 'mako mermaids an h2o adventure' original Netflix content?,"Is Netflix title 'mako mermaids an h2o adventure' a Series, Movie, or Documentary?"
the good place,4,14,Is title 'the good place' original Netflix content?,"Is Netflix title 'the good place' a Series, Movie, or Documentary?"
pocoyo,4,6,Is title 'pocoyo' original Netflix content?,"Is Netflix title 'pocoyo' a Series, Movie, or Documentary?"
shadowhunters the mortal instruments,4,36,Is title 'shadowhunters the mortal instruments' original Netflix content?,"Is Netflix title 'shadowhunters the mortal instruments' a Series, Movie, or Documentary?"
call my agent,4,13,Is title 'call my agent' original Netflix content?,"Is Netflix title 'call my agent' a Series, Movie, or Documentary?"
weissensee,4,10,Is title 'weissensee' original Netflix content?,"Is Netflix title 'weissensee' a Series, Movie, or Documentary?"
nicky ricky dicky  dawn,4,23,Is title 'nicky ricky dicky  dawn' original Netflix content?,"Is Netflix title 'nicky ricky dicky  dawn' a Series, Movie, or Documentary?"
legacies,4,8,Is title 'legacies' original Netflix content?,"Is Netflix title 'legacies' a Series, Movie, or Documentary?"
carmen sandiego,4,15,Is title 'carmen sandiego' original Netflix content?,"Is Netflix title 'carmen sandiego' a Series, Movie, or Documentary?"
titans,4,6,Is title 'titans' original Netflix content?,"Is Netflix title 'titans' a Series, Movie, or Documentary?"
catastrophe,4,11,Is title 'catastrophe' original Netflix content?,"Is Netflix title 'catastrophe' a Series, Movie, or Documentary?"
alvinnn and the chipmunks,4,25,Is title 'alvinnn and the chipmunks' original Netflix content?,"Is Netflix title 'alvinnn and the chipmunks' a Series, Movie, or Documentary?"
the protector,4,13,Is title 'the protector' original Netflix content?,"Is Netflix title 'the protector' a Series, Movie, or Documentary?"
harvey girls forever,4,20,Is title 'harvey girls forever' original Netflix content?,"Is Netflix title 'harvey girls forever' a Series, Movie, or Documentary?"
octonauts,4,9,Is title 'octonauts' original Netflix content?,"Is Netflix title 'octonauts' a Series, Movie, or Documentary?"
chico bon bon monkey with a tool belt,4,37,Is title 'chico bon bon monkey with a tool belt' original Netflix content?,"Is Netflix title 'chico bon bon monkey with a tool belt' a Series, Movie, or Documentary?"
crazy exgirlfriend,4,18,Is title 'crazy exgirlfriend' original Netflix content?,"Is Netflix title 'crazy exgirlfriend' a Series, Movie, or Documentary?"
yu yu hakusho ghost files,4,25,Is title 'yu yu hakusho ghost files' original Netflix content?,"Is Netflix title 'yu yu hakusho ghost files' a Series, Movie, or Documentary?"
eastsiders,4,10,Is title 'eastsiders' original Netflix content?,"Is Netflix title 'eastsiders' a Series, Movie, or Documentary?"
the bridge,4,10,Is title 'the bridge' original Netflix content?,"Is Netflix title 'the bridge' a Series, Movie, or Documentary?"
i am a killer,4,13,Is title 'i am a killer' original Netflix content?,"Is Netflix title 'i am a killer' a Series, Movie, or Documentary?"
starbeam,4,8,Is title 'starbeam' original Netflix content?,"Is Netflix title 'starbeam' a Series, Movie, or Documentary?"
ada twist scientist,4,19,Is title 'ada twist scientist' original Netflix content?,"Is Netflix title 'ada twist scientist' a Series, Movie, or Documentary?"
the worst witch,4,15,Is title 'the worst witch' original Netflix content?,"Is Netflix title 'the worst witch' a Series, Movie, or Documentary?"
alone,4,5,Is title 'alone' original Netflix content?,"Is Netflix title 'alone' a Series, Movie, or Documentary?"
kath and kim,4,12,Is title 'kath and kim' original Netflix content?,"Is Netflix title 'kath and kim' a Series, Movie, or Documentary?"
bonus family,4,12,Is title 'bonus family' original Netflix content?,"Is Netflix title 'bonus family' a Series, Movie, or Documentary?"
attack on titan,4,15,Is title 'attack on titan' original Netflix content?,"Is Netflix title 'attack on titan' a Series, Movie, or Documentary?"
love island australia,4,21,Is title 'love island australia' original Netflix content?,"Is Netflix title 'love island australia' a Series, Movie, or Documentary?"
locked up,4,9,Is title 'locked up' original Netflix content?,"Is Netflix title 'locked up' a Series, Movie, or Documentary?"
lego city adventures,4,20,Is title 'lego city adventures' original Netflix content?,"Is Netflix title 'lego city adventures' a Series, Movie, or Documentary?"
lego friends girls on a mission,4,31,Is title 'lego friends girls on a mission' original Netflix content?,"Is Netflix title 'lego friends girls on a mission' a Series, Movie, or Documentary?"
spongebob squarepants,4,21,Is title 'spongebob squarepants' original Netflix content?,"Is Netflix title 'spongebob squarepants' a Series, Movie, or Documentary?"
simon 2016,4,10,Is title 'simon 2016' original Netflix content?,"Is Netflix title 'simon 2016' a Series, Movie, or Documentary?"
in the dark 2019,4,16,Is title 'in the dark 2019' original Netflix content?,"Is Netflix title 'in the dark 2019' a Series, Movie, or Documentary?"
the thundermans,4,15,Is title 'the thundermans' original Netflix content?,"Is Netflix title 'the thundermans' a Series, Movie, or Documentary?"
boruto naruto next generations,4,30,Is title 'boruto naruto next generations' original Netflix content?,"Is Netflix title 'boruto naruto next generations' a Series, Movie, or Documentary?"
velvet,4,6,Is title 'velvet' original Netflix content?,"Is Netflix title 'velvet' a Series, Movie, or Documentary?"
dream home makeover,4,19,Is title 'dream home makeover' original Netflix content?,"Is Netflix title 'dream home makeover' a Series, Movie, or Documentary?"
too hot to handle,4,17,Is title 'too hot to handle' original Netflix content?,"Is Netflix title 'too hot to handle' a Series, Movie, or Documentary?"
on my block,4,11,Is title 'on my block' original Netflix content?,"Is Netflix title 'on my block' a Series, Movie, or Documentary?"
molang,4,6,Is title 'molang' original Netflix content?,"Is Netflix title 'molang' a Series, Movie, or Documentary?"
manifest,4,8,Is title 'manifest' original Netflix content?,"Is Netflix title 'manifest' a Series, Movie, or Documentary?"
the night shift,4,15,Is title 'the night shift' original Netflix content?,"Is Netflix title 'the night shift' a Series, Movie, or Documentary?"
resurrection ertugrul,4,21,Is title 'resurrection ertugrul' original Netflix content?,"Is Netflix title 'resurrection ertugrul' a Series, Movie, or Documentary?"
new amsterdam 2018,4,18,Is title 'new amsterdam 2018' original Netflix content?,"Is Netflix title 'new amsterdam 2018' a Series, Movie, or Documentary?"
code lyoko,4,10,Is title 'code lyoko' original Netflix content?,"Is Netflix title 'code lyoko' a Series, Movie, or Documentary?"
last tango in halifax,4,21,Is title 'last tango in halifax' original Netflix content?,"Is Netflix title 'last tango in halifax' a Series, Movie, or Documentary?"
black sails,4,11,Is title 'black sails' original Netflix content?,"Is Netflix title 'black sails' a Series, Movie, or Documentary?"
king of golf,4,12,Is title 'king of golf' original Netflix content?,"Is Netflix title 'king of golf' a Series, Movie, or Documentary?"
glow up,4,7,Is title 'glow up' original Netflix content?,"Is Netflix title 'glow up' a Series, Movie, or Documentary?"
the undertaker,4,14,Is title 'the undertaker' original Netflix content?,"Is Netflix title 'the undertaker' a Series, Movie, or Documentary?"
dawn of the croods,4,18,Is title 'dawn of the croods' original Netflix content?,"Is Netflix title 'dawn of the croods' a Series, Movie, or Documentary?"
please like me,4,14,Is title 'please like me' original Netflix content?,"Is Netflix title 'please like me' a Series, Movie, or Documentary?"
atypical,4,8,Is title 'atypical' original Netflix content?,"Is Netflix title 'atypical' a Series, Movie, or Documentary?"
car masters rust to riches,4,26,Is title 'car masters rust to riches' original Netflix content?,"Is Netflix title 'car masters rust to riches' a Series, Movie, or Documentary?"
aiseki shokudo,4,14,Is title 'aiseki shokudo' original Netflix content?,"Is Netflix title 'aiseki shokudo' a Series, Movie, or Documentary?"
love is blind,4,13,Is title 'love is blind' original Netflix content?,"Is Netflix title 'love is blind' a Series, Movie, or Documentary?"
love island usa,4,15,Is title 'love island usa' original Netflix content?,"Is Netflix title 'love island usa' a Series, Movie, or Documentary?"
little things,4,13,Is title 'little things' original Netflix content?,"Is Netflix title 'little things' a Series, Movie, or Documentary?"
cable girls,4,11,Is title 'cable girls' original Netflix content?,"Is Netflix title 'cable girls' a Series, Movie, or Documentary?"
casual,4,6,Is title 'casual' original Netflix content?,"Is Netflix title 'casual' a Series, Movie, or Documentary?"
fauda,4,5,Is title 'fauda' original Netflix content?,"Is Netflix title 'fauda' a Series, Movie, or Documentary?"
documentary now,4,15,Is title 'documentary now' original Netflix content?,"Is Netflix title 'documentary now' a Series, Movie, or Documentary?"
